eq_id;system;item;target_quantity;unit;target_parameter;status;verification;source;proposed_zone;interface_ids;service_access;mass_kg;dimensions_mm;rated_electric_power_w;start_peak_w;daily_energy_wh;installed_state;procurement_state
EQ-088;AV;Морская акустика открытых зон;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#Entertainment and AV;"A01 сухая стойка; оконечные устройства в каютах салоне кокпите; HYPOTHESIS_NOT_POSITIONED";IF-06 IF-07 IF-17 IF-18;"Вентиляция стойки; замена усилителя; сервис ТВ без снятия несущей панели; кабельные петли";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-089;NAV_COMMS;Основные MFD поста №1;4;шт/комплект — уточнить комплектность;20-inch-class;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#Navigation and helm stations;"N01/N02 два поста; N03 техпост; датчики палуба/мачта/корпус; HYPOTHESIS_NOT_POSITIONED";IF-06 IF-07 IF-18 IF-19 IF-20;"Тыльный доступ панелей; смена датчика; радиус изгиба и сухие разъёмы; антенны обслуживаются без перекрытия аварийного прохода";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-090;NAV_COMMS;Основные MFD поста №2;4;шт/комплект — уточнить комплектность;20-inch-class;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#Navigation and helm stations;"N01/N02 два поста; N03 техпост; датчики палуба/мачта/корпус; HYPOTHESIS_NOT_POSITIONED";IF-06 IF-07 IF-18 IF-19 IF-20;"Тыльный доступ панелей; смена датчика; радиус изгиба и сухие разъёмы; антенны обслуживаются без перекрытия аварийного прохода";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-091;NAV_COMMS;Приборные дисплеи поста №1;4;шт/комплект — уточнить комплектность;UNKNOWN;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#Navigation and helm stations;"N01/N02 два поста; N03 техпост; датчики палуба/мачта/корпус; HYPOTHESIS_NOT_POSITIONED";IF-06 IF-07 IF-18 IF-19 IF-20;"Тыльный доступ панелей; смена датчика; радиус изгиба и сухие разъёмы; антенны обслуживаются без перекрытия аварийного прохода";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-092;NAV_COMMS;Приборные дисплеи поста №2;4;шт/комплект — уточнить комплектность;UNKNOWN;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#Navigation and helm stations;"N01/N02 два поста; N03 техпост; датчики палуба/мачта/корпус; HYPOTHESIS_NOT_POSITIONED";IF-06 IF-07 IF-18 IF-19 IF-20;"Тыльный доступ панелей; смена датчика; радиус изгиба и сухие разъёмы; антенны обслуживаются без перекрытия аварийного прохода";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-093;NAV_COMMS;Пульты автопилота обоих постов;UNKNOWN;шт/комплект — уточнить комплектность;на каждом посту;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#Navigation and helm stations;"N01/N02 два поста; N03 техпост; датчики палуба/мачта/корпус; HYPOTHESIS_NOT_POSITIONED";IF-06 IF-07 IF-18 IF-19 IF-20;"Тыльный доступ панелей; смена датчика; радиус изгиба и сухие разъёмы; антенны обслуживаются без перекрытия аварийного прохода";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-094;NAV_COMMS;VHF/DSC доступ с обоих постов;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#Navigation and helm stations;"N01/N02 два поста; N03 техпост; датчики палуба/мачта/корпус; HYPOTHESIS_NOT_POSITIONED";IF-06 IF-07 IF-18 IF-19 IF-20;"Тыльный доступ панелей; смена датчика; радиус изгиба и сухие разъёмы; антенны обслуживаются без перекрытия аварийного прохода";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-095;NAV_COMMS;Управление двигателем/редуктором на двух постах;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#Navigation and helm stations;"N01/N02 два поста; N03 техпост; датчики палуба/мачта/корпус; HYPOTHESIS_NOT_POSITIONED";IF-06 IF-07 IF-18 IF-19 IF-20;"Тыльный доступ панелей; смена датчика; радиус изгиба и сухие разъёмы; антенны обслуживаются без перекрытия аварийного прохода";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-096;NAV_COMMS;Контроли подруливателей якоря света тревог на постах;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#Navigation and helm stations;"N01/N02 два поста; N03 техпост; датчики палуба/мачта/корпус; HYPOTHESIS_NOT_POSITIONED";IF-06 IF-07 IF-18 IF-19 IF-20;"Тыльный доступ панелей; смена датчика; радиус изгиба и сухие разъёмы; антенны обслуживаются без перекрытия аварийного прохода";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-097;NAV_COMMS;Независимый компас каждого поста;UNKNOWN;шт/комплект — уточнить комплектность;на каждом посту;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#Navigation and helm stations;"N01/N02 два поста; N03 техпост; датчики палуба/мачта/корпус; HYPOTHESIS_NOT_POSITIONED";IF-06 IF-07 IF-18 IF-19 IF-20;"Тыльный доступ панелей; смена датчика; радиус изгиба и сухие разъёмы; антенны обслуживаются без перекрытия аварийного прохода";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-098;NAV_COMMS;GNSS источники;2;шт/комплект — уточнить комплектность;UNKNOWN;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#Navigation and helm stations;"N01/N02 два поста; N03 техпост; датчики палуба/мачта/корпус; HYPOTHESIS_NOT_POSITIONED";IF-06 IF-07 IF-18 IF-19 IF-20;"Тыльный доступ панелей; смена датчика; радиус изгиба и сухие разъёмы; антенны обслуживаются без перекрытия аварийного прохода";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-099;NAV_COMMS;Радар;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#Navigation and helm stations;"N01/N02 два поста; N03 техпост; датчики палуба/мачта/корпус; HYPOTHESIS_NOT_POSITIONED";IF-06 IF-07 IF-18 IF-19 IF-20;"Тыльный доступ панелей; смена датчика; радиус изгиба и сухие разъёмы; антенны обслуживаются без перекрытия аварийного прохода";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-100;NAV_COMMS;AIS;UNKNOWN;шт/комплект — уточнить комплектность;Class A;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#Navigation and helm stations;"N01/N02 два поста; N03 техпост; датчики палуба/мачта/корпус; HYPOTHESIS_NOT_POSITIONED";IF-06 IF-07 IF-18 IF-19 IF-20;"Тыльный доступ панелей; смена датчика; радиус изгиба и сухие разъёмы; антенны обслуживаются без перекрытия аварийного прохода";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-101;NAV_COMMS;Датчики ветра;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#Navigation and helm stations;"N01/N02 два поста; N03 техпост; датчики палуба/мачта/корпус; HYPOTHESIS_NOT_POSITIONED";IF-06 IF-07 IF-18 IF-19 IF-20;"Тыльный доступ панелей; смена датчика; радиус изгиба и сухие разъёмы; антенны обслуживаются без перекрытия аварийного прохода";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-102;NAV_COMMS;Датчики глубины скорости температуры с резервированием;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#Navigation and helm stations;"N01/N02 два поста; N03 техпост; датчики палуба/мачта/корпус; HYPOTHESIS_NOT_POSITIONED";IF-06 IF-07 IF-18 IF-19 IF-20;"Тыльный доступ панелей; смена датчика; радиус изгиба и сухие разъёмы; антенны обслуживаются без перекрытия аварийного прохода";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-103;NAV_COMMS;Сонар переднего обзора;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;OPTION_TO_STUDY;NOT_CHECKED;docs/16-premium-builder-specification.md#Navigation and helm stations;"N01/N02 два поста; N03 техпост; датчики палуба/мачта/корпус; HYPOTHESIS_NOT_POSITIONED";IF-06 IF-07 IF-18 IF-19 IF-20;"Тыльный доступ панелей; смена датчика; радиус изгиба и сухие разъёмы; антенны обслуживаются без перекрытия аварийного прохода";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-104;NAV_COMMS;Автопилот независимый курс и резервный путь управления;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#Navigation and helm stations;"N01/N02 два поста; N03 техпост; датчики палуба/мачта/корпус; HYPOTHESIS_NOT_POSITIONED";IF-06 IF-07 IF-18 IF-19 IF-20;"Тыльный доступ панелей; смена датчика; радиус изгиба и сухие разъёмы; антенны обслуживаются без перекрытия аварийного прохода";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-105;NAV_COMMS;Спутниковая связь/Starlink-class;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#Navigation and helm stations;"N01/N02 два поста; N03 техпост; датчики палуба/мачта/корпус; HYPOTHESIS_NOT_POSITIONED";IF-06 IF-07 IF-18 IF-19 IF-20;"Тыльный доступ панелей; смена датчика; радиус изгиба и сухие разъёмы; антенны обслуживаются без перекрытия аварийного прохода";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-106;NAV_COMMS;Роутер 4G/5G dual SIM/eSIM и наружные антенны;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#Navigation and helm stations;"N01/N02 два поста; N03 техпост; датчики палуба/мачта/корпус; HYPOTHESIS_NOT_POSITIONED";IF-06 IF-07 IF-18 IF-19 IF-20;"Тыльный доступ панелей; смена датчика; радиус изгиба и сухие разъёмы; антенны обслуживаются без перекрытия аварийного прохода";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-107;NAV_COMMS;Управляемая сеть Ethernet/Wi-Fi;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#Navigation and helm stations;"N01/N02 два поста; N03 техпост; датчики палуба/мачта/корпус; HYPOTHESIS_NOT_POSITIONED";IF-06 IF-07 IF-18 IF-19 IF-20;"Тыльный доступ панелей; смена датчика; радиус изгиба и сухие разъёмы; антенны обслуживаются без перекрытия аварийного прохода";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-108;NAV_COMMS;Сегментированная защищённая сеть NMEA 2000;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#Navigation and helm stations;"N01/N02 два поста; N03 техпост; датчики палуба/мачта/корпус; HYPOTHESIS_NOT_POSITIONED";IF-06 IF-07 IF-18 IF-19 IF-20;"Тыльный доступ панелей; смена датчика; радиус изгиба и сухие разъёмы; антенны обслуживаются без перекрытия аварийного прохода";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-109;NAV_COMMS;Камеры машинной зоны кормы палубы якоря;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#Navigation and helm stations;"N01/N02 два поста; N03 техпост; датчики палуба/мачта/корпус; HYPOTHESIS_NOT_POSITIONED";IF-06 IF-07 IF-18 IF-19 IF-20;"Тыльный доступ панелей; смена датчика; радиус изгиба и сухие разъёмы; антенны обслуживаются без перекрытия аварийного прохода";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-110;STEERING;Два рулевых поста;2;шт/комплект — уточнить комплектность;UNKNOWN;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#Steering and manoeuvring;"S01 рулевая зона; S02 нос; S03 корма; HYPOTHESIS_NOT_POSITIONED";IF-06 IF-19 IF-20 IF-21;"Рабочий ход рулевого привода и аварийного румпеля свободен; доступ к уплотнению; выемка подруливателя";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-111;STEERING;Механическая/гидравлическая передача руля;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#Steering and manoeuvring;"S01 рулевая зона; S02 нос; S03 корма; HYPOTHESIS_NOT_POSITIONED";IF-06 IF-19 IF-20 IF-21;"Рабочий ход рулевого привода и аварийного румпеля свободен; доступ к уплотнению; выемка подруливателя";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-112;STEERING;Привод автопилота с аварийным байпасом;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#Steering and manoeuvring;"S01 рулевая зона; S02 нос; S03 корма; HYPOTHESIS_NOT_POSITIONED";IF-06 IF-19 IF-20 IF-21;"Рабочий ход рулевого привода и аварийного румпеля свободен; доступ к уплотнению; выемка подруливателя";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-113;STEERING;Аварийное ручное управление;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#Steering and manoeuvring;"S01 рулевая зона; S02 нос; S03 корма; HYPOTHESIS_NOT_POSITIONED";IF-06 IF-19 IF-20 IF-21;"Рабочий ход рулевого привода и аварийного румпеля свободен; доступ к уплотнению; выемка подруливателя";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-114;STEERING;Выдвижной носовой подруливатель;UNKNOWN;шт/комплект — уточнить комплектность;strongly preferred;CONDITIONAL_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#Steering and manoeuvring;"S01 рулевая зона; S02 нос; S03 корма; HYPOTHESIS_NOT_POSITIONED";IF-06 IF-19 IF-20 IF-21;"Рабочий ход рулевого привода и аварийного румпеля свободен; доступ к уплотнению; выемка подруливателя";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-115;STEERING;Выдвижной кормовой подруливатель;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;OPTION_TO_STUDY;NOT_CHECKED;docs/16-premium-builder-specification.md#Steering and manoeuvring;"S01 рулевая зона; S02 нос; S03 корма; HYPOTHESIS_NOT_POSITIONED";IF-06 IF-19 IF-20 IF-21;"Рабочий ход рулевого привода и аварийного румпеля свободен; доступ к уплотнению; выемка подруливателя";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-116;STEERING;Электрическая/гидравлическая силовая часть подруливателей;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#Steering and manoeuvring;"S01 рулевая зона; S02 нос; S03 корма; HYPOTHESIS_NOT_POSITIONED";IF-06 IF-19 IF-20 IF-21;"Рабочий ход рулевого привода и аварийного румпеля свободен; доступ к уплотнению; выемка подруливателя";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-117;BILGE;Датчики воды по relevant отсекам;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#Bilge and damage-control philosophy;"B01 распределённо по отсекам; аварийный пост в доступной зоне; HYPOTHESIS_NOT_POSITIONED";IF-02 IF-06 IF-20 IF-22;"Очистка сеток при доступном пайоле; ручное управление из безопасной зоны; арматура не за несъёмной мебелью";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-118;BILGE;Локальные автоматические трюмные насосы;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#Bilge and damage-control philosophy;"B01 распределённо по отсекам; аварийный пост в доступной зоне; HYPOTHESIS_NOT_POSITIONED";IF-02 IF-06 IF-20 IF-22;"Очистка сеток при доступном пайоле; ручное управление из безопасной зоны; арматура не за несъёмной мебелью";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-119;BILGE;Независимая тревога высокого уровня;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#Bilge and damage-control philosophy;"B01 распределённо по отсекам; аварийный пост в доступной зоне; HYPOTHESIS_NOT_POSITIONED";IF-02 IF-06 IF-20 IF-22;"Очистка сеток при доступном пайоле; ручное управление из безопасной зоны; арматура не за несъёмной мебелью";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-120;BILGE;Центральный аварийный осушительный насос и коллектор;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#Bilge and damage-control philosophy;"B01 распределённо по отсекам; аварийный пост в доступной зоне; HYPOTHESIS_NOT_POSITIONED";IF-02 IF-06 IF-20 IF-22;"Очистка сеток при доступном пайоле; ручное управление из безопасной зоны; арматура не за несъёмной мебелью";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-121;BILGE;Привод аварийного насоса от двигателя/независимый;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;OPTION_TO_STUDY;NOT_CHECKED;docs/16-premium-builder-specification.md#Bilge and damage-control philosophy;"B01 распределённо по отсекам; аварийный пост в доступной зоне; HYPOTHESIS_NOT_POSITIONED";IF-02 IF-06 IF-20 IF-22;"Очистка сеток при доступном пайоле; ручное управление из безопасной зоны; арматура не за несъёмной мебелью";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-122;BILGE;Ручной осушительный насос;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#Bilge and damage-control philosophy;"B01 распределённо по отсекам; аварийный пост в доступной зоне; HYPOTHESIS_NOT_POSITIONED";IF-02 IF-06 IF-20 IF-22;"Очистка сеток при доступном пайоле; ручное управление из безопасной зоны; арматура не за несъёмной мебелью";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-123;BILGE;Маркировка кингстонов и аварийные заглушки;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#Bilge and damage-control philosophy;"B01 распределённо по отсекам; аварийный пост в доступной зоне; HYPOTHESIS_NOT_POSITIONED";IF-02 IF-06 IF-20 IF-22;"Очистка сеток при доступном пайоле; ручное управление из безопасной зоны; арматура не за несъёмной мебелью";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-124;FIRE;Стационарное тушение машинного помещения с ручным пуском;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#Fire safety;"F01 машинная и жилые зоны; удалённые посты вне опасной зоны; HYPOTHESIS_NOT_POSITIONED";IF-03 IF-06 IF-20 IF-23;"Пуск и отсечки доступны без входа в машинное помещение; баллон извлекается; извещатели испытываются";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-125;FIRE;Дымовые/тепловые извещатели;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#Fire safety;"F01 машинная и жилые зоны; удалённые посты вне опасной зоны; HYPOTHESIS_NOT_POSITIONED";IF-03 IF-06 IF-20 IF-23;"Пуск и отсечки доступны без входа в машинное помещение; баллон извлекается; извещатели испытываются";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-126;FIRE;CO детекция;UNKNOWN;шт/комплект — уточнить комплектность;по риску горения;CONDITIONAL_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#Fire safety;"F01 машинная и жилые зоны; удалённые посты вне опасной зоны; HYPOTHESIS_NOT_POSITIONED";IF-03 IF-06 IF-20 IF-23;"Пуск и отсечки доступны без входа в машинное помещение; баллон извлекается; извещатели испытываются";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-127;FIRE;Переносные огнетушители;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#Fire safety;"F01 машинная и жилые зоны; удалённые посты вне опасной зоны; HYPOTHESIS_NOT_POSITIONED";IF-03 IF-06 IF-20 IF-23;"Пуск и отсечки доступны без входа в машинное помещение; баллон извлекается; извещатели испытываются";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-128;FIRE;Пожарное покрывало камбуза;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#Fire safety;"F01 машинная и жилые зоны; удалённые посты вне опасной зоны; HYPOTHESIS_NOT_POSITIONED";IF-03 IF-06 IF-20 IF-23;"Пуск и отсечки доступны без входа в машинное помещение; баллон извлекается; извещатели испытываются";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-129;FIRE;Удалённые топливные отсечки и останов вентиляции;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#Fire safety;"F01 машинная и жилые зоны; удалённые посты вне опасной зоны; HYPOTHESIS_NOT_POSITIONED";IF-03 IF-06 IF-20 IF-23;"Пуск и отсечки доступны без входа в машинное помещение; баллон извлекается; извещатели испытываются";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
